name,feature_count,threshold,test_accuracy,test_auc,test_brier,test_away_recall,test_home_recall,rolling_accuracy,rolling_auc,rolling_away_recall,rolling_home_recall
baseline_plus_market_injuries_and_lineups,166,0.4700000000000001,0.6689419795221843,0.7383800606758029,0.2043880550326095,0.5924050632911393,0.731404958677686,0.6614722312839033,0.7332848153011055,0.6177496430256001,0.6948412754934153
baseline_plus_external_lineup_features,126,0.5000000000000001,0.6678043230944255,0.7376189978031175,0.20357723818636753,0.5772151898734177,0.7417355371900827,0.6655806943918491,0.7333358666870741,0.6106953651240574,0.7090990716585791
baseline_plus_market_coverage_fix,120,0.5400000000000001,0.6655290102389079,0.7369782404017158,0.20433589608843883,0.5949367088607594,0.7231404958677686,0.6597871675384782,0.7336755058139638,0.626335452737898,0.6861094828584253
notebook_xgb_baseline,118,0.5100000000000001,0.664391353811149,0.7399911078564703,0.20393490390064917,0.6,0.7169421487603306,0.6585140821898913,0.7340315896769951,0.6306602640284712,0.6801289594387953
baseline_plus_opening_lines,118,0.5100000000000001,0.664391353811149,0.7399911078564703,0.20393490390064917,0.6,0.7169421487603306,0.6585140821898913,0.7340315896769951,0.6306602640284712,0.6801289594387953
baseline_plus_market_and_injuries,158,0.5500000000000002,0.6575654152445961,0.7383774453394707,0.20357162753380825,0.660759493670886,0.6549586776859504,0.6709839121889516,0.7344213374211245,0.5744653247253114,0.7465357295856374
baseline_plus_local_lineup_features,146,0.5400000000000001,0.6541524459613197,0.7398681870488545,0.20301617542468708,0.6506329113924051,0.6570247933884298,0.6580327349190815,0.7340955573633865,0.6475528700351458,0.6663864459011676
baseline_plus_external_injury_features,128,0.5400000000000001,0.6530147895335608,0.737822994037033,0.20419886755015823,0.6506329113924051,0.6549586776859504,0.6587512912746851,0.7328855962072703,0.604231026232381,0.7009951302157803
