name,test_gain_vs_baseline,rolling_gain_vs_baseline,recall_gap,baseline_recall_gap,promotion_decision
baseline_plus_market_coverage_fix,-0.019340159271899804,0.006005427898188143,0.006470342085992287,0.14359765665864632,hold
baseline_plus_local_lineup_features,0.0,0.0,0.14359765665864632,0.14359765665864632,hold
baseline_plus_external_injury_features,0.0,0.0,0.14359765665864632,0.14359765665864632,hold
baseline_plus_external_lineup_features,0.0,0.0,0.14359765665864632,0.14359765665864632,hold
baseline_plus_market_and_injuries,-0.019340159271899804,0.006005427898188143,0.006470342085992287,0.14359765665864632,hold
baseline_plus_market_injuries_and_lineups,-0.019340159271899804,0.006005427898188143,0.006470342085992287,0.14359765665864632,hold
baseline_plus_opening_lines,0.0,0.0,0.14359765665864632,0.14359765665864632,hold
