game_date,home_team_id,away_team_id,open_ml_home,open_ml_away,open_spread_home,source,close_ml_home,close_ml_away,close_spread_home,source_detail,ingested_at
2024-11-07,1610612741,1610612750,,,9.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612753,1610612740,,,-7.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612758,1610612746,,,-6.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612738,1610612751,,,-13.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612739,1610612744,,,-3.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612742,1610612756,,,-2.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612743,1610612748,,,-3.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612747,1610612755,,,-7.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612750,1610612757,,,-12.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612752,1610612749,,,-6.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612760,1610612745,,,-7.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612763,1610612764,,,-7.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612765,1610612737,,,-2.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-08,1610612766,1610612754,,,6.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-09,1610612737,1610612741,,,-2.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-09,1610612739,1610612751,,,-12.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-09,1610612746,1610612761,,,-6.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-09,1610612759,1610612762,,,-6.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-10,1610612747,1610612761,,,-10.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-10,1610612743,1610612742,,,-2.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-10,1610612749,1610612738,,,5.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-10,1610612754,1610612752,,,3.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-10,1610612753,1610612764,,,-11.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-10,1610612760,1610612744,,,-6.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-10,1610612755,1610612766,,,-4.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-10,1610612757,1610612763,,,1.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-10,1610612756,1610612758,,,1.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-10,1610612750,1610612748,,,-7.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-10,1610612765,1610612745,,,3.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
2024-11-11,1610612740,1610612751,,,1.5,local_nba_odds_open,,,,local_nba_odds_open,2026-04-22T12:51:34.614606+00:00
